psp_reference,merchant,customer_id,customer_name,card_scheme,year,hour_of_day,minute_of_hour,day_of_year,is_credit,usd_amount,amount_minor,currency,ip_country,issuing_country,device_type,shopper_interaction,has_fraudulent_dispute,is_refused_by_adyen,processor,settled_date
MX-100002484,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2025,12,12,308,False,88.92,8892,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-11-04
MX-100002485,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2025,13,15,309,False,96.05,9605,USD,US,US,MacOS,Ecommerce,False,False,adyen,2025-11-05
MX-100002486,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2025,14,18,310,False,103.18,10318,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-11-06
MX-100002487,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2025,15,21,311,False,110.31,11031,USD,US,US,Android,Ecommerce,False,False,stripe,2025-11-07
MX-100002488,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2025,16,24,312,False,117.44,11744,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-11-08
MX-100002489,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2025,17,27,313,False,124.57,12457,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-11-09
MX-100002490,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2025,18,30,314,False,131.7,13170,USD,US,US,iOS,Ecommerce,False,False,adyen,2025-11-10
MX-100002491,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2025,19,33,315,False,138.83,13883,USD,US,US,Android,Ecommerce,False,False,stripe,2025-11-11
MX-100002492,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2025,20,36,316,False,145.96,14596,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-11-12
MX-100002493,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2025,21,39,317,False,153.09,15309,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-11-13
MX-100002494,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2025,22,42,318,False,160.22,16022,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-11-14
MX-100002495,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2025,23,45,319,False,167.35,16735,USD,US,US,Android,Ecommerce,False,False,adyen,2025-11-15
MX-100002496,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2025,0,48,320,False,174.48,17448,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-11-16
MX-100002497,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2025,1,51,321,False,181.61,18161,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-11-17
MX-100002498,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2025,2,54,322,False,188.74,18874,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-11-18
MX-100002499,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2025,3,57,323,True,195.87,19587,USD,US,US,Android,Ecommerce,False,False,stripe,2025-11-19
MX-100002500,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2025,4,0,324,False,203.0,20300,USD,US,US,Windows,Ecommerce,False,False,adyen,2025-11-20
MX-100002501,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2025,5,3,325,False,210.13,21013,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-11-21
MX-100002502,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2025,6,6,326,False,217.26,21726,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-11-22
MX-100002503,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2025,7,9,327,False,224.39,22439,USD,US,US,Android,Ecommerce,False,False,stripe,2025-11-23
MX-100002504,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2025,8,12,328,False,231.52,23152,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-11-24
MX-100002505,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2025,9,15,329,False,238.65,23865,USD,US,US,MacOS,Ecommerce,False,False,adyen,2025-11-25
MX-100002506,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2025,10,18,330,False,245.78,24578,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-11-26
MX-100002507,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2025,11,21,331,False,252.91,25291,USD,US,US,Android,Ecommerce,False,False,stripe,2025-11-27
MX-100002508,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2025,12,24,332,False,260.04,26004,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-11-28
MX-100002509,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2025,13,27,333,False,267.17,26717,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-11-29
MX-100002510,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2025,14,30,334,False,274.3,27430,USD,US,US,iOS,Ecommerce,False,False,adyen,2025-11-30
MX-100002511,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2025,15,33,335,False,281.43,28143,USD,US,US,Android,Ecommerce,False,False,stripe,2025-12-01
MX-100002512,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2025,16,36,336,False,288.56,28856,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-12-02
MX-100002513,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2025,17,39,337,False,295.69,29569,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-12-03
MX-100002514,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2025,18,42,338,False,302.82,30282,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-12-04
MX-100002515,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2025,19,45,339,False,309.95,30995,USD,US,US,Android,Ecommerce,False,False,adyen,2025-12-05
MX-100002516,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2025,20,48,340,True,317.08,31708,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-12-06
MX-100002517,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2025,21,51,341,False,324.21,32421,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-12-07
MX-100002518,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2025,22,54,342,False,331.34,33134,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-12-08
MX-100002519,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2025,23,57,343,False,338.47,33847,USD,US,US,Android,Ecommerce,False,False,stripe,2025-12-09
MX-100002520,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2025,0,0,344,False,345.6,34560,USD,US,US,Windows,Ecommerce,False,False,adyen,2025-12-10
MX-100002521,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2025,1,3,345,False,352.73,35273,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-12-11
MX-100002522,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2025,2,6,346,False,359.86,35986,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-12-12
MX-100002523,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2025,3,9,347,False,366.99,36699,USD,US,US,Android,Ecommerce,False,False,stripe,2025-12-13
MX-100002524,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2025,4,12,348,False,374.12,37412,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-12-14
MX-100002525,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2025,5,15,349,False,381.25,38125,USD,US,US,MacOS,Ecommerce,False,False,adyen,2025-12-15
MX-100002526,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2025,6,18,350,False,388.38,38838,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-12-16
MX-100002527,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2025,7,21,351,False,395.51,39551,USD,US,US,Android,Ecommerce,False,False,stripe,2025-12-17
MX-100002528,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2025,8,24,352,False,402.64,40264,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-12-18
MX-100002529,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2025,9,27,353,False,409.77,40977,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-12-19
MX-100002530,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2025,10,30,354,False,416.9,41690,USD,US,US,iOS,Ecommerce,False,False,adyen,2025-12-20
MX-100002531,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2025,11,33,355,False,424.03,42403,USD,US,US,Android,Ecommerce,False,False,stripe,2025-12-21
MX-100002532,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2025,12,36,356,False,431.16,43116,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-12-22
MX-100002533,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2025,13,39,357,True,18.29,1829,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-12-23
MX-100002534,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2025,14,42,358,False,25.42,2542,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-12-24
MX-100002535,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2025,15,45,359,False,32.55,3255,USD,US,US,Android,Ecommerce,False,False,adyen,2025-12-25
MX-100002536,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2025,16,48,360,False,39.68,3968,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-12-26
MX-100002537,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2025,17,51,361,False,46.81,4681,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-12-27
MX-100002538,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2025,18,54,362,False,53.94,5394,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-12-28
MX-100002539,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2025,19,57,363,False,61.07,6107,USD,US,US,Android,Ecommerce,False,False,stripe,2025-12-29
MX-100002540,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2025,20,0,364,False,68.2,6820,USD,US,US,Windows,Ecommerce,False,False,adyen,2025-12-30
MX-100002541,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2025,21,3,365,False,75.33,7533,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-12-31
MX-100002542,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,22,6,1,False,82.46,8246,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-01-01
MX-100002543,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,23,9,2,False,89.59,8959,USD,US,US,Android,Ecommerce,False,False,stripe,2026-01-02
MX-100002544,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,0,12,3,False,96.72,9672,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-01-03
MX-100002545,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,1,15,4,False,103.85,10385,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-01-04
MX-100002546,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,2,18,5,False,110.98,11098,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-01-05
MX-100002547,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,3,21,6,False,118.11,11811,USD,US,US,Android,Ecommerce,False,False,stripe,2026-01-06
MX-100002548,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,4,24,7,False,125.24,12524,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-01-07
MX-100002549,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,5,27,8,False,132.37,13237,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-01-08
MX-100002550,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,6,30,9,True,139.5,13950,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-01-09
MX-100002551,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,7,33,10,False,146.63,14663,USD,US,US,Android,Ecommerce,False,False,stripe,2026-01-10
MX-100002552,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,8,36,11,False,153.76,15376,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-01-11
MX-100002553,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,9,39,12,False,160.89,16089,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-01-12
MX-100002554,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,10,42,13,False,168.02,16802,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-01-13
MX-100002555,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,11,45,14,False,175.15,17515,USD,US,US,Android,Ecommerce,False,False,adyen,2026-01-14
MX-100002556,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,12,48,15,False,182.28,18228,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-01-15
MX-100002557,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,13,51,16,False,189.41,18941,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-01-16
MX-100002558,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,14,54,17,False,196.54,19654,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-01-17
MX-100002559,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,15,57,18,False,203.67,20367,USD,US,US,Android,Ecommerce,False,False,stripe,2026-01-18
MX-100002560,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,16,0,19,False,210.8,21080,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-01-19
MX-100002561,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,17,3,20,False,217.93,21793,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-01-20
MX-100002562,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,18,6,21,False,225.06,22506,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-01-21
MX-100002563,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,19,9,22,False,232.19,23219,USD,US,US,Android,Ecommerce,False,False,stripe,2026-01-22
MX-100002564,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,20,12,23,False,239.32,23932,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-01-23
MX-100002565,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,21,15,24,False,246.45,24645,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-01-24
MX-100002566,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,22,18,25,False,253.58,25358,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-01-25
MX-100002567,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,23,21,26,True,260.71,26071,USD,US,US,Android,Ecommerce,False,False,stripe,2026-01-26
MX-100002568,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,0,24,27,False,267.84,26784,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-01-27
MX-100002569,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,1,27,28,False,274.97,27497,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-01-28
MX-100002570,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,2,30,29,False,282.1,28210,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-01-29
MX-100002571,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,3,33,30,False,289.23,28923,USD,US,US,Android,Ecommerce,False,False,stripe,2026-01-30
MX-100002572,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,4,36,31,False,296.36,29636,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-01-31
MX-100002573,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,5,39,32,False,303.49,30349,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-02-01
MX-100002574,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,6,42,33,False,310.62,31062,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-02-02
MX-100002575,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,7,45,34,False,317.75,31775,USD,US,US,Android,Ecommerce,False,False,adyen,2026-02-03
MX-100002576,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,8,48,35,False,324.88,32488,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-02-04
MX-100002577,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,9,51,36,False,332.01,33201,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-02-05
MX-100002578,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,10,54,37,False,339.14,33914,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-02-06
MX-100002579,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,11,57,38,False,346.27,34627,USD,US,US,Android,Ecommerce,False,False,stripe,2026-02-07
MX-100002580,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,12,0,39,False,353.4,35340,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-02-08
MX-100002581,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,13,3,40,False,360.53,36053,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-02-09
MX-100002582,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,14,6,41,False,367.66,36766,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-02-10
MX-100002583,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,15,9,42,False,374.79,37479,USD,US,US,Android,Ecommerce,False,False,stripe,2026-02-11
MX-100002584,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,16,12,43,True,381.92,38192,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-02-12
MX-100002585,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,17,15,44,False,389.05,38905,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-02-13
MX-100002586,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,18,18,45,False,396.18,39618,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-02-14
MX-100002587,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,19,21,46,False,403.31,40331,USD,US,US,Android,Ecommerce,False,False,stripe,2026-02-15
MX-100002588,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,20,24,47,False,410.44,41044,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-02-16
MX-100002589,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,21,27,48,False,417.57,41757,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-02-17
MX-100002590,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,22,30,49,False,424.7,42470,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-02-18
MX-100002591,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,23,33,50,False,431.83,43183,USD,US,US,Android,Ecommerce,False,False,stripe,2026-02-19
MX-100002592,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,0,36,51,False,18.96,1896,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-02-20
MX-100002593,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,1,39,52,False,26.09,2609,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-02-21
MX-100002594,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,2,42,53,False,33.22,3322,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-02-22
MX-100002595,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,3,45,54,False,40.35,4035,USD,US,US,Android,Ecommerce,False,False,adyen,2026-02-23
MX-100002596,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,4,48,55,False,47.48,4748,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-02-24
MX-100002597,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,5,51,56,False,54.61,5461,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-02-25
MX-100002598,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,6,54,57,False,61.74,6174,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-02-26
MX-100002599,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,7,57,58,False,68.87,6887,USD,US,US,Android,Ecommerce,False,False,stripe,2026-02-27
MX-100002600,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,8,0,59,False,76.0,7600,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-02-28
MX-100002601,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,9,3,60,True,83.13,8313,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-03-01
MX-100002602,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,10,6,61,False,90.26,9026,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-03-02
MX-100002603,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,11,9,62,False,97.39,9739,USD,US,US,Android,Ecommerce,False,False,stripe,2026-03-03
MX-100002604,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,12,12,63,False,104.52,10452,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-03-04
MX-100002605,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,13,15,64,False,111.65,11165,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-03-05
MX-100002606,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,14,18,65,False,118.78,11878,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-03-06
MX-100002607,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,15,21,66,False,125.91,12591,USD,US,US,Android,Ecommerce,False,False,stripe,2026-03-07
MX-100002608,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,16,24,67,False,133.04,13304,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-03-08
MX-100002609,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,17,27,68,False,140.17,14017,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-03-09
MX-100002610,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,18,30,69,False,147.3,14730,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-03-10
MX-100002611,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,19,33,70,False,154.43,15443,USD,US,US,Android,Ecommerce,False,False,stripe,2026-03-11
MX-100002612,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,20,36,71,False,161.56,16156,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-03-12
MX-100002613,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,21,39,72,False,168.69,16869,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-03-13
MX-100002614,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,22,42,73,False,175.82,17582,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-03-14
MX-100002615,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,23,45,74,False,182.95,18295,USD,US,US,Android,Ecommerce,False,False,adyen,2026-03-15
MX-100002616,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,0,48,75,False,190.08,19008,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-03-16
MX-100002617,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,1,51,76,False,197.21,19721,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-03-17
MX-100002618,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,2,54,77,True,204.34,20434,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-03-18
MX-100002619,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,3,57,78,False,211.47,21147,USD,US,US,Android,Ecommerce,False,False,stripe,2026-03-19
MX-100002620,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,4,0,79,False,218.6,21860,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-03-20
MX-100002621,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,5,3,80,False,225.73,22573,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-03-21
MX-100002622,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,6,6,81,False,232.86,23286,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-03-22
MX-100002623,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,7,9,82,False,239.99,23999,USD,US,US,Android,Ecommerce,False,False,stripe,2026-03-23
